series_id,year,period,value,footnote_codes
PCU484110484110,2012,M09,132.2
PCU484110484110,2012,M10,132.2
PCU484110484110,2012,M11,135.5
PCU484110484110,2012,M12,135.5
PCU484110484110,2012,M13,132.8
PCU484110484110,2013,M01,134.9
PCU484110484110,2013,M02,134.9
PCU484110484110,2013,M03,135.0
PCU484110484110,2013,M04,135.0
PCU484110484110,2013,M05,135.0
PCU484110484110,2013,M06,135.0
PCU484110484110,2013,M07,135.0
PCU484110484110,2013,M08,135.1
PCU484110484110,2013,M09,135.1
PCU484110484110,2013,M10,135.1
PCU484110484110,2013,M11,135.1
PCU484110484110,2013,M12,135.1
PCU484110484110,2013,M13,135.0
PCU484110484110,2014,M01,135.1
PCU484110484110,2014,M02,135.1
PCU484110484110,2014,M03,135.1
PCU484110484110,2014,M04,135.2
PCU484110484110,2014,M05,135.2
PCU484110484110,2014,M06,135.2
PCU484110484110,2014,M07,135.2
PCU484110484110,2014,M08,135.2
PCU484110484110,2014,M09,135.2
PCU484110484110,2014,M10,135.2
PCU484110484110,2014,M11,135.2
PCU484110484110,2014,M12,135.2
PCU484110484110,2014,M13,135.2
PCU484110484110,2015,M01,135.2
PCU484110484110,2015,M02,134.8
PCU484110484110,2015,M03,135.2
PCU484110484110,2015,M04,135.1
PCU484110484110,2015,M05,135.2
PCU484110484110,2015,M06,135.2
PCU484110484110,2015,M07,135.3
PCU484110484110,2015,M08,135.2
PCU484110484110,2015,M09,135.1
PCU484110484110,2015,M10,135.3
PCU484110484110,2015,M11,135.1
PCU484110484110,2015,M12,134.9
PCU484110484110,2015,M13,135.1
PCU484110484110,2016,M01,136.6
PCU484110484110,2016,M02,134.3
PCU484110484110,2016,M03,133.6
PCU484110484110,2016,M04,131.7
PCU484110484110,2016,M05,131.8
PCU484110484110,2016,M06,127.0
PCU484110484110,2016,M07,127.7
PCU484110484110,2016,M08,128.0
PCU484110484110,2016,M09,128.2
PCU484110484110,2016,M10,128.2
PCU484110484110,2016,M11,128.2
PCU484110484110,2016,M12,128.3
PCU484110484110,2016,M13,130.3
PCU484110484110,2017,M01,128.3
PCU484110484110,2017,M02,128.5
PCU484110484110,2017,M03,128.5
PCU484110484110,2017,M04,128.6
PCU484110484110,2017,M05,129.3
PCU484110484110,2017,M06,129.3
PCU484110484110,2017,M07,129.3
PCU484110484110,2017,M08,131.3
PCU484110484110,2017,M09,131.4
PCU484110484110,2017,M10,131.4
PCU484110484110,2017,M11,131.7
PCU484110484110,2017,M12,132.0
PCU484110484110,2017,M13,130.0
PCU484110484110,2018,M01,132.8
PCU484110484110,2018,M02,132.9
PCU484110484110,2018,M03,133.6
PCU484110484110,2018,M04,133.6
PCU484110484110,2018,M05,135.9
PCU484110484110,2018,M06,141.7
PCU484110484110,2018,M07,142.9
PCU484110484110,2018,M08,143.0
PCU484110484110,2018,M09,143.7
PCU484110484110,2018,M10,146.7
PCU484110484110,2018,M11,146.7
PCU484110484110,2018,M12,145.9
PCU484110484110,2018,M13,140.0
PCU484110484110,2019,M01,145.7
PCU484110484110,2019,M02,145.6
PCU484110484110,2019,M03,145.4
PCU484110484110,2019,M04,145.4
PCU484110484110,2019,M05,146.2,P
PCU484110484110,2019,M06,146.8,P
PCU484110484110,2019,M07,146.5,P
PCU484110484110,2019,M08,146.3,P
PCU4841104841101,1993,M06,100.0
PCU4841104841101,1993,M07,100.0
PCU4841104841101,1993,M08,100.4
PCU4841104841101,1993,M09,99.9
PCU4841104841101,1993,M10,100.7
PCU4841104841101,1993,M11,100.5
PCU4841104841101,1993,M12,101.5
PCU4841104841101,1994,M01,102.0
PCU4841104841101,1994,M02,101.8
PCU4841104841101,1994,M03,102.8
PCU4841104841101,1994,M04,102.9
PCU4841104841101,1994,M05,103.8
PCU4841104841101,1994,M06,103.4
PCU4841104841101,1994,M07,103.4
PCU4841104841101,1994,M08,102.9
PCU4841104841101,1994,M09,103.3
PCU4841104841101,1994,M10,104.6
PCU4841104841101,1994,M11,104.2
PCU4841104841101,1994,M12,103.7
PCU4841104841101,1994,M13,103.2
PCU4841104841101,1995,M01,103.8
PCU4841104841101,1995,M02,104.0
PCU4841104841101,1995,M03,103.8
PCU4841104841101,1995,M04,104.0
PCU4841104841101,1995,M05,104.3
PCU4841104841101,1995,M06,104.8
PCU4841104841101,1995,M07,105.3
PCU4841104841101,1995,M08,105.3
PCU4841104841101,1995,M09,105.0
PCU4841104841101,1995,M10,105.0
PCU4841104841101,1995,M11,105.0
PCU4841104841101,1995,M12,106.2
PCU4841104841101,1995,M13,104.7
PCU4841104841101,1996,M01,105.8
PCU4841104841101,1996,M02,104.4
PCU4841104841101,1996,M03,105.1
PCU4841104841101,1996,M04,104.5
PCU4841104841101,1996,M05,105.0
PCU4841104841101,1996,M06,105.7
PCU4841104841101,1996,M07,105.1
PCU4841104841101,1996,M08,104.7
PCU4841104841101,1996,M09,105.0
PCU4841104841101,1996,M10,105.0
PCU4841104841101,1996,M11,104.8
PCU4841104841101,1996,M12,106.4
PCU4841104841101,1996,M13,105.1
PCU4841104841101,1997,M01,106.2
PCU4841104841101,1997,M02,104.0
PCU4841104841101,1997,M03,106.5
PCU4841104841101,1997,M04,107.1
PCU4841104841101,1997,M05,105.4
PCU4841104841101,1997,M06,107.5
PCU4841104841101,1997,M07,107.0
PCU4841104841101,1997,M08,106.2
PCU4841104841101,1997,M09,106.8
PCU4841104841101,1997,M10,103.4
PCU4841104841101,1997,M11,102.1
PCU4841104841101,1997,M12,103.1
PCU4841104841101,1997,M13,105.4
PCU4841104841101,1998,M01,104.0
PCU4841104841101,1998,M02,101.3
PCU4841104841101,1998,M03,102.4
PCU4841104841101,1998,M04,103.9
PCU4841104841101,1998,M05,103.9
PCU4841104841101,1998,M06,104.3
PCU4841104841101,1998,M07,104.5
PCU4841104841101,1998,M08,104.5
PCU4841104841101,1998,M09,104.5
PCU4841104841101,1998,M10,102.1
PCU4841104841101,1998,M11,102.1
PCU4841104841101,1998,M12,102.1
PCU4841104841101,1998,M13,103.3
PCU4841104841101,1999,M01,102.1
PCU4841104841101,1999,M02,102.1
PCU4841104841101,1999,M03,102.3
PCU4841104841101,1999,M04,102.3
PCU4841104841101,1999,M05,102.3
PCU4841104841101,1999,M06,102.3
PCU4841104841101,1999,M07,102.3
PCU4841104841101,1999,M08,102.3
PCU4841104841101,1999,M09,102.5
PCU4841104841101,1999,M10,101.3
PCU4841104841101,1999,M11,101.3
PCU4841104841101,1999,M12,101.6
PCU4841104841101,1999,M13,102.1
PCU4841104841101,2000,M01,102.0
PCU4841104841101,2000,M02,102.4
PCU4841104841101,2000,M03,102.6
PCU4841104841101,2000,M04,102.6
PCU4841104841101,2000,M05,103.1
PCU4841104841101,2000,M06,103.8
PCU4841104841101,2000,M07,103.8
PCU4841104841101,2000,M08,103.8
PCU4841104841101,2000,M09,104.1
PCU4841104841101,2000,M10,104.2
PCU4841104841101,2000,M11,104.2
PCU4841104841101,2000,M12,104.2
PCU4841104841101,2000,M13,103.4
PCU4841104841101,2001,M01,104.7
PCU4841104841101,2001,M02,104.7
PCU4841104841101,2001,M03,105.9
PCU4841104841101,2001,M04,105.9
PCU4841104841101,2001,M05,106.0
PCU4841104841101,2001,M06,106.0
PCU4841104841101,2001,M07,106.1
PCU4841104841101,2001,M08,106.6
PCU4841104841101,2001,M09,105.8
PCU4841104841101,2001,M10,106.1
PCU4841104841101,2001,M11,106.2
PCU4841104841101,2001,M12,106.6
PCU4841104841101,2001,M13,105.9
PCU4841104841101,2002,M01,106.3
PCU4841104841101,2002,M02,106.5
PCU4841104841101,2002,M03,106.4
PCU4841104841101,2002,M04,106.6
PCU4841104841101,2002,M05,106.4
PCU4841104841101,2002,M06,106.0
PCU4841104841101,2002,M07,106.5
PCU4841104841101,2002,M08,107.0
PCU4841104841101,2002,M09,106.7
PCU4841104841101,2002,M10,107.8
PCU4841104841101,2002,M11,108.3
PCU4841104841101,2002,M12,108.5
PCU4841104841101,2002,M13,106.9
PCU4841104841101,2003,M01,108.5
PCU4841104841101,2003,M02,108.6
PCU4841104841101,2003,M03,109.0
PCU4841104841101,2003,M04,109.2
PCU4841104841101,2003,M05,109.5
PCU4841104841101,2003,M06,109.6
PCU4841104841101,2003,M07,111.0
PCU4841104841101,2003,M08,110.3
PCU4841104841101,2003,M09,110.5
PCU4841104841101,2003,M10,110.7
PCU4841104841101,2003,M11,111.3
PCU4841104841101,2003,M12,111.2
PCU4841104841101,2003,M13,109.9
PCU4841104841101,2004,M01,111.8
PCU4841104841101,2004,M02,113.3
PCU4841104841101,2004,M03,113.4
PCU4841104841101,2004,M04,115.3
PCU4841104841101,2004,M05,116.4
PCU4841104841101,2004,M06,117.3
PCU4841104841101,2004,M07,118.7
PCU4841104841101,2004,M08,118.8
PCU4841104841101,2004,M09,119.3
PCU4841104841101,2004,M10,120.1
PCU4841104841101,2004,M11,120.4
PCU4841104841101,2004,M12,121.1
PCU4841104841101,2004,M13,117.2
PCU4841104841101,2005,M01,122.0
PCU4841104841101,2005,M02,121.6
PCU4841104841101,2005,M03,123.8
PCU4841104841101,2005,M04,124.6
PCU4841104841101,2005,M05,123.1
PCU4841104841101,2005,M06,124.0
PCU4841104841101,2005,M07,124.9
PCU4841104841101,2005,M08,124.8
PCU4841104841101,2005,M09,126.7
PCU4841104841101,2005,M10,126.6
PCU4841104841101,2005,M11,124.4
PCU4841104841101,2005,M12,124.8
PCU4841104841101,2005,M13,124.3
PCU4841104841101,2006,M01,125.0
PCU4841104841101,2006,M02,124.6
PCU4841104841101,2006,M03,126.6
PCU4841104841101,2006,M04,127.2
PCU4841104841101,2006,M05,128.4
PCU4841104841101,2006,M06,129.1
PCU4841104841101,2006,M07,129.6
PCU4841104841101,2006,M08,130.6
PCU4841104841101,2006,M09,130.7
PCU4841104841101,2006,M10,129.6
PCU4841104841101,2006,M11,129.2
PCU4841104841101,2006,M12,129.5
PCU4841104841101,2006,M13,128.3
PCU4841104841101,2007,M01,129.0
PCU4841104841101,2007,M02,129.0
PCU4841104841101,2007,M03,131.3
PCU4841104841101,2007,M04,132.0
PCU4841104841101,2007,M05,133.0
PCU4841104841101,2007,M06,133.6
PCU4841104841101,2007,M07,133.7
PCU4841104841101,2007,M08,133.7
PCU4841104841101,2007,M09,133.2
PCU4841104841101,2007,M10,134.2
PCU4841104841101,2007,M11,135.3
PCU4841104841101,2007,M12,138.5
PCU4841104841101,2007,M13,133.0
PCU4841104841101,2008,M01,139.7
PCU4841104841101,2008,M02,139.5
PCU4841104841101,2008,M03,141.9
PCU4841104841101,2008,M04,143.6
PCU4841104841101,2008,M05,148.3
PCU4841104841101,2008,M06,150.3
PCU4841104841101,2008,M07,151.7
PCU4841104841101,2008,M08,149.8
PCU4841104841101,2008,M09,148.6
PCU4841104841101,2008,M10,146.5
PCU4841104841101,2008,M11,144.1
PCU4841104841101,2008,M12,141.1
PCU4841104841101,2008,M13,145.4
PCU4841104841101,2009,M01,138.2
PCU4841104841101,2009,M02,138.0
PCU4841104841101,2009,M03,137.0
PCU4841104841101,2009,M04,137.1
PCU4841104841101,2009,M05,139.2
PCU4841104841101,2009,M06,141.0
PCU4841104841101,2009,M07,140.3
PCU4841104841101,2009,M08,140.5
PCU4841104841101,2009,M09,140.5
PCU4841104841101,2009,M10,141.6
PCU4841104841101,2009,M11,142.2
PCU4841104841101,2009,M12,141.8
PCU4841104841101,2009,M13,139.8
PCU4841104841101,2010,M01,141.3
PCU4841104841101,2010,M02,141.6
PCU4841104841101,2010,M03,141.3
PCU4841104841101,2010,M04,141.3
PCU4841104841101,2010,M05,141.3
PCU4841104841101,2010,M06,141.3
PCU4841104841101,2010,M07,141.3
PCU4841104841101,2010,M08,140.8
PCU4841104841101,2010,M09,140.8
PCU4841104841101,2010,M10,140.8
PCU4841104841101,2010,M11,140.8
PCU4841104841101,2010,M12,140.8
PCU4841104841101,2010,M13,141.1
PCU4841104841101,2011,M01,143.0
PCU4841104841101,2011,M02,145.1
PCU4841104841101,2011,M03,145.0
PCU4841104841101,2011,M04,145.0
PCU4841104841101,2011,M05,145.0
PCU4841104841101,2011,M06,145.0
PCU4841104841101,2011,M07,145.0
PCU4841104841101,2011,M08,145.0
PCU4841104841101,2011,M09,145.0
PCU4841104841101,2011,M10,145.0
PCU4841104841101,2011,M11,145.0
PCU4841104841101,2011,M12,146.3
PCU4841104841101,2011,M13,144.9
PCU4841104841101,2012,M01,146.8
PCU4841104841101,2012,M02,146.8
PCU4841104841101,2012,M03,146.8
PCU4841104841101,2012,M04,146.8
PCU4841104841101,2012,M05,146.8
PCU4841104841101,2012,M06,146.4
PCU4841104841101,2012,M07,146.4
PCU4841104841101,2012,M08,146.4
PCU4841104841101,2012,M09,146.4
PCU4841104841101,2012,M10,146.4
PCU4841104841101,2012,M11,151.1
PCU4841104841101,2012,M12,151.1
PCU4841104841101,2012,M13,147.3
PCU4841104841101,2013,M01,150.4
PCU4841104841101,2013,M02,150.4
PCU4841104841101,2013,M03,150.4
PCU4841104841101,2013,M04,150.4
PCU4841104841101,2013,M05,150.4
PCU4841104841101,2013,M06,150.4
PCU4841104841101,2013,M07,150.4
PCU4841104841101,2013,M08,150.4
PCU4841104841101,2013,M09,150.4
PCU4841104841101,2013,M10,150.4
PCU4841104841101,2013,M11,150.4
PCU4841104841101,2013,M12,150.4
PCU4841104841101,2013,M13,150.4
PCU4841104841101,2014,M01,150.4
PCU4841104841101,2014,M02,150.4
PCU4841104841101,2014,M03,150.4
PCU4841104841101,2014,M04,150.4
PCU4841104841101,2014,M05,150.4
PCU4841104841101,2014,M06,150.4
PCU4841104841101,2014,M07,150.4
PCU4841104841101,2014,M08,150.4
PCU4841104841101,2014,M09,150.4
PCU4841104841101,2014,M10,150.4
PCU4841104841101,2014,M11,150.4
PCU4841104841101,2014,M12,150.4
PCU4841104841101,2014,M13,150.4
PCU4841104841101,2015,M01,150.4
PCU4841104841101,2015,M02,150.0
PCU4841104841101,2015,M03,150.6
PCU4841104841101,2015,M04,150.4
PCU4841104841101,2015,M05,150.6
PCU4841104841101,2015,M06,150.6
PCU4841104841101,2015,M07,150.7
PCU4841104841101,2015,M08,150.6
PCU4841104841101,2015,M09,150.5
PCU4841104841101,2015,M10,150.8
PCU4841104841101,2015,M11,150.8
PCU4841104841101,2015,M12,150.5
PCU4841104841101,2015,M13,150.5
PCU4841104841101,2016,M01,152.7
PCU4841104841101,2016,M02,149.4
PCU4841104841101,2016,M03,148.4
PCU4841104841101,2016,M04,145.8
PCU4841104841101,2016,M05,145.6
PCU4841104841101,2016,M06,141.7
PCU4841104841101,2016,M07,142.7
PCU4841104841101,2016,M08,143.2
PCU4841104841101,2016,M09,143.4
PCU4841104841101,2016,M10,143.5
PCU4841104841101,2016,M11,143.4
PCU4841104841101,2016,M12,143.5
PCU4841104841101,2016,M13,145.3
PCU4841104841101,2017,M01,143.5
PCU4841104841101,2017,M02,143.8
PCU4841104841101,2017,M03,143.9
PCU4841104841101,2017,M04,143.9
PCU4841104841101,2017,M05,143.9
PCU4841104841101,2017,M06,143.9
PCU4841104841101,2017,M07,143.8
PCU4841104841101,2017,M08,146.4
PCU4841104841101,2017,M09,146.3
PCU4841104841101,2017,M10,146.4
PCU4841104841101,2017,M11,146.6
PCU4841104841101,2017,M12,146.9
PCU4841104841101,2017,M13,144.9
PCU4841104841101,2018,M01,147.8
PCU4841104841101,2018,M02,147.9
PCU4841104841101,2018,M03,148.9
PCU4841104841101,2018,M04,148.9
PCU4841104841101,2018,M05,151.6
PCU4841104841101,2018,M06,157.4
PCU4841104841101,2018,M07,159.2
PCU4841104841101,2018,M08,159.3
PCU4841104841101,2018,M09,160.0
PCU4841104841101,2018,M10,164.2
PCU4841104841101,2018,M11,164.3
PCU4841104841101,2018,M12,163.2
PCU4841104841101,2018,M13,156.1
PCU4841104841101,2019,M01,162.8
PCU4841104841101,2019,M02,162.8
PCU4841104841101,2019,M03,162.8
PCU4841104841101,2019,M04,163.0
PCU4841104841101,2019,M05,163.7,P
PCU4841104841101,2019,M06,164.6,P
PCU4841104841101,2019,M07,164.3,P
PCU4841104841101,2019,M08,164.1,P
PCU48411048411015,2009,M06,100.0
PCU48411048411015,2016,M02,106.1
PCU48411048411015,2016,M03,105.1
PCU48411048411015,2016,M04,102.6
PCU48411048411015,2016,M05,102.3
PCU48411048411015,2016,M06,98.7
PCU48411048411015,2016,M07,99.7
PCU48411048411015,2016,M08,100.2
PCU48411048411015,2016,M09,100.2
PCU48411048411015,2016,M10,100.2
PCU48411048411015,2016,M11,100.2
PCU48411048411015,2016,M12,100.2
PCU48411048411015,2017,M01,100.2
PCU48411048411015,2017,M02,100.3
PCU48411048411015,2017,M03,100.4
PCU48411048411015,2017,M04,100.4
PCU48411048411015,2017,M05,100.4
PCU48411048411015,2017,M06,100.4
PCU48411048411015,2017,M07,100.3
PCU48411048411015,2017,M08,100.4
PCU48411048411015,2017,M09,100.5
PCU48411048411015,2017,M10,100.6
PCU48411048411015,2017,M11,100.6
PCU48411048411015,2017,M12,101.0
PCU48411048411015,2017,M13,100.4
PCU48411048411015,2018,M01,101.1
PCU48411048411015,2018,M02,101.1
PCU48411048411015,2018,M03,102.1
PCU48411048411015,2018,M04,102.1
PCU48411048411015,2018,M05,102.7
PCU48411048411015,2018,M06,108.1
PCU48411048411015,2018,M07,109.1
PCU48411048411015,2018,M08,109.2
PCU48411048411015,2018,M09,109.4
PCU48411048411015,2018,M10,111.8
PCU48411048411015,2018,M11,111.9
PCU48411048411015,2018,M12,111.8
PCU48411048411015,2018,M13,106.7
PCU48411048411015,2019,M01,111.6
PCU48411048411015,2019,M02,111.6
PCU48411048411015,2019,M03,111.6
PCU48411048411015,2019,M04,111.7
PCU48411048411015,2019,M05,111.8,P
PCU48411048411015,2019,M06,112.6,P
PCU48411048411015,2019,M07,112.4,P
PCU48411048411015,2019,M08,112.3,P
PCU48411048411016,2009,M06,100.0
PCU48411048411016,2016,M02,105.7
PCU48411048411016,2016,M03,105.7
PCU48411048411016,2016,M04,105.9
PCU48411048411016,2016,M05,105.9
PCU48411048411016,2016,M06,105.7
PCU48411048411016,2016,M07,105.7
PCU48411048411016,2016,M08,105.7
PCU48411048411016,2016,M09,106.3
PCU48411048411016,2016,M10,106.3
PCU48411048411016,2016,M11,106.1
PCU48411048411016,2016,M12,106.1
PCU48411048411016,2017,M01,106.1
PCU48411048411016,2017,M02,106.9
PCU48411048411016,2017,M03,106.9
PCU48411048411016,2017,M04,106.9
PCU48411048411016,2017,M05,106.9
PCU48411048411016,2017,M06,106.9
PCU48411048411016,2017,M07,106.9
PCU48411048411016,2017,M08,113.8
PCU48411048411016,2017,M09,113.2
PCU48411048411016,2017,M10,113.2
PCU48411048411016,2017,M11,113.6
PCU48411048411016,2017,M12,113.6
PCU48411048411016,2017,M13,109.6
PCU48411048411016,2018,M01,115.7
PCU48411048411016,2018,M02,115.7
PCU48411048411016,2018,M03,115.8
PCU48411048411016,2018,M04,115.8
PCU48411048411016,2018,M05,121.8
PCU48411048411016,2018,M06,121.8
PCU48411048411016,2018,M07,124.0
PCU48411048411016,2018,M08,124.0
PCU48411048411016,2018,M09,125.5
PCU48411048411016,2018,M10,129.8
PCU48411048411016,2018,M11,130.0
PCU48411048411016,2018,M12,127.2
PCU48411048411016,2018,M13,122.2
PCU48411048411016,2019,M01,126.6
PCU48411048411016,2019,M02,126.7
PCU48411048411016,2019,M03,126.7
PCU48411048411016,2019,M04,126.7
PCU48411048411016,2019,M05,128.6,P
PCU48411048411016,2019,M06,128.7,P
PCU48411048411016,2019,M07,128.2,P
PCU48411048411016,2019,M08,128.1,P
PCU484110484110P,1993,M06,100.0
PCU484110484110P,1993,M07,100.0
PCU484110484110P,1993,M08,100.4
PCU484110484110P,1993,M09,99.9
PCU484110484110P,1993,M10,100.7
PCU484110484110P,1993,M11,100.5
PCU484110484110P,1993,M12,101.5
PCU484110484110P,1994,M01,102.0
PCU484110484110P,1994,M02,101.8
PCU484110484110P,1994,M03,102.8
PCU484110484110P,1994,M04,102.9
PCU484110484110P,1994,M05,103.8
PCU484110484110P,1994,M06,103.4
PCU484110484110P,1994,M07,103.4
PCU484110484110P,1994,M08,102.9
PCU484110484110P,1994,M09,103.3
PCU484110484110P,1994,M10,104.6
PCU484110484110P,1994,M11,104.2
PCU484110484110P,1994,M12,103.7
PCU484110484110P,1994,M13,103.2
PCU484110484110P,1995,M01,103.8
PCU484110484110P,1995,M02,104.0
PCU484110484110P,1995,M03,103.8
PCU484110484110P,1995,M04,104.0
PCU484110484110P,1995,M05,104.3
PCU484110484110P,1995,M06,104.8
PCU484110484110P,1995,M07,105.3
PCU484110484110P,1995,M08,105.3
PCU484110484110P,1995,M09,105.0
PCU484110484110P,1995,M10,105.0
PCU484110484110P,1995,M11,105.0
PCU484110484110P,1995,M12,106.2
PCU484110484110P,1995,M13,104.7
PCU484110484110P,1996,M01,105.8
PCU484110484110P,1996,M02,104.4
PCU484110484110P,1996,M03,105.1
PCU484110484110P,1996,M04,104.5
PCU484110484110P,1996,M05,105.0
PCU484110484110P,1996,M06,105.7
PCU484110484110P,1996,M07,105.1
PCU484110484110P,1996,M08,104.7
PCU484110484110P,1996,M09,105.0
PCU484110484110P,1996,M10,105.0
PCU484110484110P,1996,M11,104.8
PCU484110484110P,1996,M12,106.4
PCU484110484110P,1996,M13,105.1
PCU484110484110P,1997,M01,106.2
PCU484110484110P,1997,M02,104.0
PCU484110484110P,1997,M03,106.5
PCU484110484110P,1997,M04,107.1
PCU484110484110P,1997,M05,105.4
PCU484110484110P,1997,M06,107.5
PCU484110484110P,1997,M07,107.0
PCU484110484110P,1997,M08,106.2
PCU484110484110P,1997,M09,106.8
PCU484110484110P,1997,M10,103.4
PCU484110484110P,1997,M11,102.1
PCU484110484110P,1997,M12,103.1
PCU484110484110P,1997,M13,105.4
PCU484110484110P,1998,M01,104.0
PCU484110484110P,1998,M02,101.3
PCU484110484110P,1998,M03,102.4
PCU484110484110P,1998,M04,103.9
PCU484110484110P,1998,M05,103.9
PCU484110484110P,1998,M06,104.3
PCU484110484110P,1998,M07,104.5
PCU484110484110P,1998,M08,104.5
PCU484110484110P,1998,M09,104.5
PCU484110484110P,1998,M10,102.1
PCU484110484110P,1998,M11,102.1
PCU484110484110P,1998,M12,102.1
PCU484110484110P,1998,M13,103.3
PCU484110484110P,1999,M01,102.1
PCU484110484110P,1999,M02,102.1
PCU484110484110P,1999,M03,102.3
PCU484110484110P,1999,M04,102.3
PCU484110484110P,1999,M05,102.3
PCU484110484110P,1999,M06,102.3
PCU484110484110P,1999,M07,102.3
PCU484110484110P,1999,M08,102.3
PCU484110484110P,1999,M09,102.5
PCU484110484110P,1999,M10,101.3
PCU484110484110P,1999,M11,101.3
PCU484110484110P,1999,M12,101.6
PCU484110484110P,1999,M13,102.1
PCU484110484110P,2000,M01,102.0
PCU484110484110P,2000,M02,102.4
PCU484110484110P,2000,M03,102.6
PCU484110484110P,2000,M04,102.6
PCU484110484110P,2000,M05,103.1
PCU484110484110P,2000,M06,103.8
PCU484110484110P,2000,M07,103.8
PCU484110484110P,2000,M08,103.8
PCU484110484110P,2000,M09,104.1
PCU484110484110P,2000,M10,104.2
PCU484110484110P,2000,M11,104.2
